County,License_Number,Establishment_Type,Entity_Name,DBA_Name,Street_Number,Street_Name,City,State_Abbreviation,Zip_Code,Square_Footage,Latitude,Longitude
Kings,737446,JAB,CHAIMS KOSHER BAKERY INC,CHAIMS KOSHER BAKERY,101,STEUBEN STREET,BROOKLYN,NY,11205,3000,-73.963253,40.694348
Suffolk,734983,JAC,1684 SOUTH EXPRESSWAY DRIVE REALT,7 ELEVEN STORE #39778A,1684,EXPRESSWAY DR SO,HAUPPAUGE,NY,11788,3500,-73.233016,40.806404
Kings,742823,JAC,FAST STOP DELI & MINI MART CORP,FAST STOP DELI & MINI M,1667,FLATBUSH AVE,BROOKLYN,NY,11210,0,-73.94431,40.629657
Kings,721561,JAC,ALIBABA HALAL MEAT INC,ALIBABA HALAL MEAT,407,DITMAS AVE,BROOKLYN,NY,11218,450,-73.974749,40.635909
Herkimer,716685,JAC,JULIANO FARMS LLC,JULIANO FARMS,2365,ST RT 5,UTICA,NY,13502,2000,-75.146411,43.096079
Delaware,740623,JAC,WEAVER HOLLOW FARMHOUSE ALES LLC,WEAVER HOLLOW BREWERY,294,DEPOT ST,ANDES,NY,13731,0,-74.78992,42.186629
Erie,718491,JAC,REID STORES INC,CROSBYS 40051,950,MAPLE ST,ELMA,NY,14059,3200,-78.621574,42.794178
Dutchess,130617,A,CVS ALBANY LLC,CVS PHARMACY 05357,413,ROUTE 376 STE 1,HOPEWELL JUNCTION,NY,12533,8000,-73.808133,41.578651
Kings,744634,JAC,BANANA SUPERMARKET INC,BANANA SUPERMARKET,145,RIDGEWOOD AVE,BROOKLYN,NY,11208,1400,-73.883307,40.683025
Kings,730980,JAC,SUNRISE DELI & GRILL CORP,SUNRUSE DELI & GRILL,214,CENTRAL AVENUE,BROOKLYN,NY,11221,2600,-73.924998,40.698002
Kings,710163,A,DOLLARS GIANT MARKET NY INC,DOLLARS GIANT MARKET NY,373,KNICKERBOCKER AVE,BROOKLYN,NY,11237,4000,-73.921226,40.700437
Schenectady,724692,A,"CVS ALBANY, LLC",CVS/PHARMACY #4610,2801,GUILDERLAND AVE,SCHENECTADY,NY,12306,14000,-73.971022,42.786525
Dutchess,714331,JAC,HARDEMAN ORCHARDS LLC,HARDEMAN ORCHARDS,194,W MARKET ST,RED HOOK,NY,12571,7000,-73.89221,41.998481
Suffolk,730428,JAC,LEMPA RIVER DELI INC,LEMPA RIVER DELI,485,WAVERLY AVE,PATCHOGUE,NY,11772,1400,-73.03575,40.78134
Nassau,720490,JAC,SPEEDWAY LLC,SPEEDWAY #07643,16,PINE HOLLOW RD,OYSTER BAY,NY,11771,0,-73.532681,40.865176
Wyoming,560087,JABC,LR BRASS INC,ARCADE MARKET PLACE,590,W MAIN ST PO BOX 98,ARCADE,NY,14009,29000,-79.354232,42.426564
Suffolk,472703,A,VANESS CORP,HAMPTON BAYS SHELL,172,MONTAUK HWY,HAMPTON BAYS,NY,11946,750,-72.515128,40.880541
New York,715911,A,LMC 49TH INC,LMC 49TH,10,"COLUMBUS CIRCLE, SPACE K2A",NEW YORK,NY,10019,50,-73.982344,40.768189
Kings,611678,A,PING ON CO INC,PING ON CO,5501,8TH AVE,BROOKLYN,NY,11220,1000,-74.006708,40.638225
Greene,190121,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL 6540,11776,RT 9W,COXSACKIE,NY,12051,9000,-73.836706,42.356713
Bronx,608131,A,STAR TREK PHARMACY INC,STAR DRUG,57,EAST KINGSBRIDGE RD,BRONX,NY,10468,2500,-73.896019,40.866894
Jefferson,220121,A,ALDI INC,ALDI 27,14,N BROAD ST,WEST CARTHAGE,NY,13619,15150,-75.624614,43.968339
Allegany,25261,JAC,MAKS MEAT&CHEESE LLC,MAKS MEAT&CHEESE,2B,CENTER ST,CUBA,NY,14727,1200,-78.27832,42.221923
Kings,705379,A,WALGREEN EASTERN CO INC,WALGREENS  #15352,1281,FULTON ST,BROOKLYN,NY,11216,4000,-73.950178,40.680427
Monroe,261904,A,WALGREEN EASTERN CO INC,WALGREENS #10382,4366,BUFFALO RD,NORTH CHILI,NY,14514,14820,-77.804632,43.120136
Fulton,719409,JAC,NORTHVILLE 5 & 10 INC,NORTHVILLE 5 & 10,122,S MAIN ST,NORTHVILLE,NY,12134,4000,-74.171898,43.225865
Suffolk,729976,JAC,IMAAN FOOD AND GROCERY INC,NOOR FOOD GYRO,1056,E JERICHO TURNPIKE,HUNTINGTON,NY,11743,0,-73.369886,40.835237
Columbia,736244,JABC,RANDOM HARVEST LLC,RANDOM HARVEST,1785,STATE ROUTE 23,CRARYVILLE,NY,12521,4700,-73.582012,42.175017
Nassau,283726,A,PARK AVENUE SMOKE&CONVENIENCE INC,PARK AVE SMOKE SHOP,171,E PARK AVE,LONG BEACH,NY,11561,900,-73.658795,40.588694
Bronx,608755,JAC,3035 WHITE PLAINS FOOD CORP,PIONEER SUPERMARKET,3035,WHITE PLAINS RD,BRONX,NY,10467,17000,-73.86724,40.870273
Chautauqua,60212,A,DOLGENCORP OF NEW YORK INC,DOLLAR GENERAL 8294,1170,CENTRAL AVE,DUNKIRK,NY,14048,6000,-79.3339,42.457798
Queens,743125,A,FRIENDLY FAMILY INC,NY CITY 99 DISCOUNT MAR,117-20,JAMAICA AVE,RICHMOND HILL,NY,11418,0,-73.831969,40.699722
Bronx,746252,JAC,TR DELI GROCERY CORP,TR DELI GROCERY,942,E GUN HILL RD,BRONX,NY,10469,0,-73.85954,40.87519
Seneca,450134,A,FINGER LAKES DAIRY SERVICES INC,SENECA FARM AND HOME,175,OVID ST,SENECA FALLS,NY,13148,2800,-76.798537,42.897554
Kings,748680,JAC,MARNOCK LLC,FOODSAVER NY,402,EAST 83RD STREET,BROOKLYN,NY,11236,0,-73.917792,40.642999
Queens,750380,JAC,HILLSIDE DELI INCORPORATED,HILLSIDE DELI,263-14,HILLSIDE AVE,GLEN OAKS,NY,11004,0,-73.705033,40.738044
Bronx,713298,A,UNIVERSAL CANDY & GROCERY CORP,UNIVERSAL CANDY & GROCE,1521,WESTCHESTER AVE,BRONX,NY,10472,1000,-73.878985,40.828592
Schenectady,747635,JAC,BADOWIE AHSSAN,TG DELI,104,MOHAWK AVE,SCHENECTADY,NY,12302,1000,-73.961745,42.82522
Wayne,735604,JAC,SPEEDWAY LLC,EXPRESS MART #363/SPEED,123,E MAIN ST,MACEDON,NY,14502,0,-77.050361,42.658
New York,623299,A,FULL XING TRADING INC,FULL XING TRADING,122,MADISON ST,NEW YORK,NY,10002,1000,-73.994539,40.712298
Suffolk,723498,A,BAYSHORE 99C & UP INC,BAYSHORE 99C & UP,1851,SUNRISE HWY,BAY SHORE,NY,11706,10000,-73.236079,40.738454
Kings,717947,JAC,HIPSTER DELI GROCERY 1 CORP,HIPSTER DELI GROCERY 1,168,7TH AVE,BROOKLYN,NY,11215,2000,-73.977425,40.671863
Bronx,744572,JAC,1269 DELI GROCERY CORP,1269 DELI GROCERY,1269,GRAND CONCOURSE,BRONX,NY,10452,1000,-73.916456,40.836073
Kings,729001,JAC,3901 FOODMART CORP,3901 FOODMART,3901,FT HAMILTON PKWY,BROOKLYN,NY,11218,1500,-73.990593,40.643099
Bronx,739679,JAC,ESTRELLA MEATS FRUITS & GROCERY C,ESTRELLA MEATS FRUITS &,276,E 198TH ST.,BRONX,NY,10458,0,-73.888724,40.868825
Albany,724993,A,MARRA'S PHARMACY INC,MARRA'S PHARMACY,217,REMSEN ST,COHOES,NY,12047,45000,-73.700562,42.771043
Franklin,735728,JAC,GONZALEZ & SONS OF TUP LAKE LLC,WAWBEEK QUICK STOP,36,WAWBEEK AVE,TUPPER LAKE,NY,12986,1200,-74.466364,44.222074
Monroe,739281,A,ALDI INC,ALDI STORE #67,175,WINTON RD,ROCHESTER,NY,14610,0,-77.554018,43.147779
Kings,730713,JAC,FOUR TECH SERVICE STATION INC,FOUR TECH SERVICE STATI,6401,4TH AVENUE,BROOKLYN,NY,11220,300,-74.020912,40.638362
Herkimer,210053,JAC,MELROSE SUPERMARKET LLC,MELROSE SUPERMARKETS,208,E MAIN ST,FRANKFORT,NY,13340,9000,-75.068699,43.037221
Queens,737538,A,SKYVIEW DELI & GROCERY INC,SKYVIEW DELI & GROCERY,32-61,FRANCIS LEWIS BLVD,FLUSHING,NY,11358,1250,-73.790625,40.767565
Tompkins,747925,JAC,SUNTRAP LLC,SUNTRAP,112,W.GREEN ST,ITHACA,NY,14850,500,-76.499476,42.438616
Kings,750660,JAC,SKF DELI & GRILL CORP,SKF DELI & GRILL,4421,NEW UTRECHT AVE,BROOKLYN,NY,11219,0,-73.994326,40.640016
Kings,719290,A,SHUN LI GROCERY INC,SHUN LI STORE,308,KNICKERBOCKER AVE,BROOKLYN,NY,11237,1200,-73.923336,40.701633
Rockland,743391,JAC,7 ELEVEN INC,7 ELEVEN STORE #38731H,1302,PALISADES CENTER DRIVE,WEST NYACK,NY,10994,1500,-73.955799,41.099542
Putnam,370175,JAC,NIESE GLENN,NIESES MAPLE FARM,136,WICCOPEE RD,PUTNAM VALLEY,NY,10579,700,-73.808028,41.415278
Schenectady,730903,JAC,SEENANAN BUDRAJ P,LEVIS GROCERY CON STR,1339,STATE ST,SCHENECTADY,NY,12304,1000,-73.921353,42.795757
Westchester,707779,A,RIVERSIDE GAS INC,RIVERSIDE GAS,380,S RIVERSIDE AVE,CROTON ON HUDSON,NY,10520,200,-73.881357,41.194863
Suffolk,720756,JAC,SPEEDWAY LLC,SPEEDWAY #07888,525,WILLIAM FLOYD PKWY,SHIRLEY,NY,11967,1500,-72.865364,40.7957
Kings,611400,JACH,TUV TAAM FISH MARKET INC,TUV TAAM FISH MARKET,4801,NEW UTRECHT AVE,BROOKLYN,NY,11219,1500,-73.994705,40.636864
Suffolk,471254,JAC,MONTAUK FOODS INC,7-ELEVEN FD STR 21162E,197,MONTAUK HWY,EAST ISLIP,NY,11730,3000,-73.181893,40.733029
Suffolk,474274,JAC,ARIOLA FOODS CORP,ARIOLA FOODS,60,ALLEN BLVD,FARMINGDALE,NY,11735,15000,-73.422101,40.715642
Bronx,605533,JAC,CEVERINO VERONICA,VC DELI GROCERY,640,E 180TH STREET,BRONX,NY,10457,800,-73.890242,40.848829
Cortland,710085,A,FAMILY DOLLAR STORES,FAMILY DOLLAR  STORE #3,5743,TELEPHONE RD EXT,CINCINNATUS,NY,13040,7500,-75.896702,42.542129
Queens,745852,JAC,ASIANA MANAGEMENT GROUP INC,ACE SUSHI@FOOD BAZAAR,58-01,JUNCTION BLVD,JACKSON HEIGHTS,NY,11372,0,,
Bronx,740493,JAC,GOOD TIMES DELI CORP,GOOD TIMES DELI,131,ALEXANDER AVE,BRONX,NY,10454,0,-73.927297,40.807111
Wyoming,560010,JAC,HOGAN MICHAEL E,HOGANS FOOD MARKET & DE,,MAIN RD RT 78 PO BOX 95,JAVA VILLAGE,NY,14083,3000,-78.43039,42.676812
Nassau,281932,A,RITE AID OF NEW YORK INC,RITE AID PHARMACY 01203,178,NEW HYDE PARK RD,FRANKLIN SQUARE,NY,11010,5000,-73.676754,40.712178
Bronx,713702,A,CABRAL LEDWIN DIAZ,GRAND CONCOURSE DELI GR,2853,GRAND CONCOURSE STORE #2,BRONX,NY,10468,400,-73.891075,40.870297
Suffolk,471103,JABC,KING KULLEN GROCERY CO INC,KING KULLEN 59,29,MONTAUK HWY,BLUE POINT,NY,11715,26000,-73.039923,40.752361
Nassau,722911,JAC,GURU TEG HOLDING INC,MAHARAJA FARMERS MARKET,265,SOUTH BROADWAY,HICKSVILLE,NY,11801,0,-73.517529,40.762642
Queens,746294,JAC,ORGANIC BERRY FARM CORP,ORGANIC BERRY FARM,64-19,108TH STREET,FOREST HILLS,NY,11375,0,-73.84937,40.732477
Wyoming,745464,JAC,GAINESVILLE STORE LLC THE,GAINESVILLE STORE THE,15,N MAIN ST,GAINESVILLE,NY,14066,2400,-78.134148,42.642358
Schoharie,430115,JAC,SAP BUSH HOLLOW FARM LLC,SAP BUSH HOLLOW FARM,1314,W FULTON RD,WARNERVILLE,NY,12187,1000,-74.46877,42.596021
Erie,713034,JAC,MAYER BROS APPLE PRODUCTS INC,MAYER BROS APPLE PRODUC,1540,SENECA CREEK RD,BUFFALO,NY,14224,1000,-78.699126,42.854863
Westchester,550432,A,TRADER JOES EAST INC,TRADER JOES 531,727,WHITE PLAINS RD,SCARSDALE,NY,10583,17600,-73.80469,40.972145
New York,718091,JAC,LA MARKETA LATINA CORP,LA MARKETA LATINA,1560,ST NICHOLAS AVE,NEW YORK,NY,10040,1800,-73.930535,40.853682
Kings,747204,JAC,TOMPKINS FINEST DELI CORP,TOMPKINS FINEST DELI,131,TOMPKINS AVENUE,BROOKLYN,NY,11206,0,-73.946253,40.695064
New York,713489,JAC,ELIS BREAD ELIZABAR INC,ELIS BREAD ELIZABAR,426-432,E 91 ST,NEW YORK,NY,10128,0,-73.945723,40.779498
Erie,142574,A,WALGREEN EASTERN CO INC,WALGREENS #11334,9050,ERIE RD,ANGOLA,NY,14006,15000,-79.048019,42.638669
Bronx,718839,JAC,323 GUN HILL DELI & GROCERY CORP,323 GUN HILL DELI,323,E GUN HILL ROAD,BRONX,NY,10467,1200,-73.873845,40.878947
New York,628809,JAC,207 INC I,207,4930A,BROADWAY,NEW YORK,NY,10034,375,-73.921469,40.867611
Onondaga,310417,A,UNITED REFINING CO OF PA INC,KWIK FILL A67,6652,MANLIUS CENTER RD,EAST SYRACUSE,NY,13057,700,-76.058681,43.063432
Westchester,734273,JAC,AKE FOOD LLC,SHOP FAIR,113-117,NEW MAIN STREET,YONKERS,NY,10701,20000,-73.897335,40.933371
Kings,738545,JAC,NEW FRIENDS FOOD MARKET CORP,NEW FRIENDS FOOD MARKET,244,RIDGEWOOD AVENUE,BROOKLYN,NY,11208,1500,-73.879502,40.68372
Saratoga,724259,JAC,ELLMS FAMILY FARM LLC,ELLMS FAMILY FARM,448,CHARLTON RD,BALLSTON SPA,NY,12020,1000,-73.923327,42.945952
Onondaga,722315,A,SULESHWARI GROCERY INC,INDIA BAZAAR,4471,E GENESEE ST,SYRACUSE,NY,13214,1500,-76.066105,43.034954
Orange,330765,A,HATZLUCAH MEAT MARKET INC,HATZLUCAH MEAT MARKET,2,GARFIELD   #102,MONROE,NY,10950,600,,
Rockland,390787,A,TSA STORES INC,SPORTS AUTHORITY,2272,PALISADE CENTER DR,WEST NYACK,NY,10994,4000,-73.952658,41.098111
Kings,614000,JAC,1420 FOOD LLC,FOODTOWN #602,1420,FULTON ST,BROOKLYN,NY,11216,30000,-73.944274,40.680107
Kings,716069,JAC,MV QUICK FOOD CORP,MV QUICK FOOD CORP,2875,W 8TH ST,BROOKLYN,NY,11224,1200,-73.976313,40.577981
New York,734089,JAC,MACOON INC,BROOKLYN RAMEN,370,LEXINGTON AVE,NEW YORK,NY,10017,20,-73.976733,40.750536
Queens,738001,JAC,STAR FARMERS GROCERY INC,STAR FARMERS GROCERY,11443,FARMERS BLVD,SAINT ALBANS,NY,11412,1000,-73.761802,40.696802
Erie,734314,A,HUSSEIN ALDUBAISHI,UP TO YOU DELI,2189,NIAGARA ST,BUFFALO,NY,14207,2000,-78.906982,42.943701
New York,709413,JAC,1769 CENTRAL FOODS LLC,KEY FOOD,1769,2ND AVE,NEW YORK,NY,10128,8000,-73.94878,40.781941
Oswego,350143,JABC,WAL-MART STORES EAST LP,WAL-MART SUPER CTR 2911,3018,EAST AVE,CENTRAL SQUARE,NY,13036,153000,-76.127475,43.29137
Erie,141807,JAC,LGGC INC,EDIBLE ARRANGEMENTS,194,PLAZA DR,WILLIAMSVILLE,NY,14221,1200,-78.741348,43.000598
Kings,616968,JAC,XU YUYI,A&B GROCERY STORE,353,AVENUE S,BROOKLYN,NY,11223,1000,-73.972108,40.601849
Kings,670115,JAC,EXPRESS DELI CORP,EXPRESS DELI,283,RALPH AVE,BROOKLYN,NY,11233,2000,-73.922079,40.679615
Westchester,551802,JAC,TARGET CORP,TARGET 1954,195A,N BEDFORD RD,MOUNT KISCO,NY,10549,117000,-73.719979,41.215215
Chemung,70213,A,CICCI FRANK JR,QUICK STOP BEV & GROCRY,1331,COLLEGE AVE,ELMIRA,NY,14901,3000,-76.820623,42.111675
Bronx,731053,JAC,MHC SUPERMARKET LLC,MHC SUPERMARKET,616,MELROSE AVENUE,BRONX,NY,10455,0,-73.917035,40.817724
Onondaga,732465,A,WALGREEN EASTERN CO INC,WALGREENS #19402,6430,KIRKVILLE ROAD STE 5,EAST SYRACUSE,NY,13057,0,-76.07572,43.075436
Bronx,741363,JAC,RSJ DELI GROCERY CORP,RSJ DELI GROCERY,109,EAST TREMONT AVENUE,BRONX,NY,10453,0,-73.907127,40.850534
Kings,612043,JABC,STOP&SHOP SUPERMARKET CO LLC THE,STOP&SHOP 506,1009,FLATBUSH AVE,BROOKLYN,NY,11226,60000,-73.958116,40.646559
Cattaraugus,40211,JAC,KRUPPNER LINDA,NATURE'S REMEDY 2,120,W MAIN ST,ALLEGANY,NY,14706,2200,-78.495383,42.090689
Kings,707081,JAC,NEW SABA DELI & GROCERY INC,NEW SABA DELI & GROCERY,382,MYRTLE AVE,BROOKLYN,NY,11205,800,-73.970634,40.693163
Suffolk,743873,JAC,MAC BBQ & CATERING INC,MAC BBQ & CATERING,50,TRACTION BLVD,PATCHOGUE,NY,11772,2000,-73.022177,40.785683
Suffolk,471560,A,CVS ALBANY LLC,CVS PHARMACY 02225,232,SMITHTOWN BLVD,NESCONSET,NY,11767,10000,-73.148636,40.833811
Kings,610281,JAC,DOMINGUEZ DELI GROCERY CORP,DOMINGO GROCERY,1004,FLUSHING AVE,BROOKLYN,NY,11237,1500,-73.930846,40.703899
Kings,707622,JAC,QC'S DELI GROCERY INC,QC'S DELI GROCERY,6123,FT HAMILTON PKWY,BROOKLYN,NY,11219,700,-74.006873,40.63221
New York,741175,A,CVS ALBANY LLC,CVS PHARMACY #11226,387,PARK AVENUE SOUTH,NEW YORK,NY,10016,0,-73.984309,40.742895
St. Lawrence,733234,A,DOLGEN NEW YORK LLC,DOLLAR GENERAL #18388,52,S MAIN ST,HAMMOND,NY,13646,0,-75.696109,44.445542
Kings,619272,JAC,PEAS&PICKLES FARM CORP,PEAS&PICKLES FARM,45-55,WASHINGTON ST,BROOKLYN,NY,11201,5700,-73.989591,40.702923
Monroe,262239,JAC,EASTWEST ENERGY CORP,GET GO EXPRESS,2575,CULVER RD,IRONDEQUOIT,NY,14609,0,-77.561342,43.194218
Nassau,287696,A,NATURAL CHOICE HEALTH MKT INC,NATURAL CHOICE HLT,287,MERRICK RD,ROCKVILLE CENTRE,NY,11570,600,-73.644729,40.656096
Jefferson,220161,A,DOLLAR TREE STORES INC,DOLLAR TREE 1406,1283,ARSENAL ST,WATERTOWN,NY,13601,10000,-75.947516,43.975905
Suffolk,749853,JAC,WYN1 INC,7-ELEVEN STORE #22644C,1050,OLD COUNTRY RD,RIVERHEAD,NY,11901,1300,-72.674535,40.932958
Cayuga,748428,JAC,ROSENKRANS LOCAL MARKET LLC,ROSENKRANS LOCAL MARKET,35,COLUMBUS STREET,AUBURN,NY,13021,400,-76.584961,42.928384
Erie,140586,JAC,ALS CORNER STORE INC,ALS CORNER STORE,2894,ELMWOOD AVE,KENMORE,NY,14217,3000,-78.87869,42.976165
Rockland,742073,JAC,EVERGREEN KOSHER MEAT LLC,EVERGREEN KOSHER MEAT,59,ROUTE 59,MONSEY,NY,10952,1500,-74.111516,41.112032
Queens,635446,JAC,S&H FISH CORP,KINGS FISH MARKET,89-01,165TH ST,JAMAICA,NY,11432,1500,-73.796176,40.707479
New York,628578,JAC,535 8TH AVENUE CORP,7-ELEVEN STORE 39308A,535,8TH AVE,NEW YORK,NY,10018,10000,-73.992243,40.753883
New York,745230,JAC,419 E 70TH CAFE INC,YORK GRILL & JUICE BAR,419,E 70TH ST,NEW YORK,NY,10021,1200,-73.955679,40.765949
Queens,741634,JAC,EW MINI FOOD COURT INC,TOKYO MARKET,111-06,QUEENS BLVD,FOREST HILLS,NY,11375,0,-73.837255,40.718234
Tompkins,723943,JAC,MIRABITO HOLDINGS INC,MIRABITO STORE #115,32,PERUVILLE RD,LANSING,NY,14882,0,-76.491854,42.538462
New York,735055,JAC,ORGANIC MARKET & JUICE CORP,HEALTH SOS  7/20/18,483,10TH AVENUE,NEW YORK,NY,10018,0,-73.997763,40.756495
Bronx,720594,JAC,BEST & TASTY DELI GROCERY CORP,BEST & TASTY DELI GROCE,260,E 143RD ST,BRONX,NY,10451,2400,-73.924339,40.815155
Lewis,721796,JAC,PARAGON STEPHEN,THE GREIG STORE,5529,GREIG RD,GLENFIELD,NY,13343,2000,-75.358189,43.689044
Orange,744876,JAC,DOLSON AVE PETRO CORP,DOLSON AVE PETRO,220,DOLSON AVE,MIDDLETOWN,NY,10940,2500,-74.428716,41.424893
Steuben,702572,JAC,EBERSOL MARY B,RIVER RD VARIETY STORE,11501,CR 119,ADDISON,NY,14801,2000,,
Erie,721534,JAC,AL SHEIKH JAMIL T,PROGRESS FOOD MARKET,289,HAMBURG ST,BUFFALO,NY,14204,1900,-78.858036,42.871763
Bronx,745975,A,SOBRO PHARMACY INC,SOBRO PHARMACY,2550,3RD AVE,BRONX,NY,10454,0,-73.926588,40.811367
Kings,743493,JAC,EVERGREEN MOE INC,EVERGREEN MOE,1291,BROADWAY,BROOKLYN,NY,11221,0,-73.923972,40.690583
Franklin,160033,JAC,LARKIN ENTERPRISES OF TL INC,LARKINS  DELI&BAKERY,58,MAIN ST,TUPPER LAKE,NY,12986,1000,-74.478662,44.239901
Seneca,450137,JAC,D&M GROCERY INC,D&M GROCERY,14,SWIFT ST,WATERLOO,NY,13165,1200,-76.855055,42.904744
New York,733522,A,NICHOLAS DISCOUNT INC,NICHOLAS DISCOUNT,1238-46,ST NICHOLAS AVE,NEW YORK,NY,10032,0,-73.937829,40.843712
Kings,710298,JAC,BB 3008 FOOD CORP,BRAVO SUPERMARKET,3008,FULTON ST,BROOKLYN,NY,11208,8400,-73.883515,40.680309
Bronx,605984,JAC,JIN SUN PRODUCE CORP,JIN SUN PRODUCE,5590,BROADWAY,BRONX,NY,10463,2000,-73.904415,40.879259
Kings,610031,JAC,OH JIN CHUL,DENNIS GROCERY,2302,BATH AVE,BROOKLYN,NY,11214,2000,-73.995085,40.596988
Westchester,551256,JAC,WALGREEN EASTERN CO INC,WALGREEN #02122,1230,NEPPERHAN AVE,YONKERS,NY,10703,36000,-73.872421,40.96526
Albany,727920,JAC,S AND A TRADING USA INC,S AND A TRADING USA,109,WEST ST,ALBANY,NY,12206,3000,-73.774272,42.664542
Broome,30381,JAC,SAINI ASSOCIATES INC,QUICK N EASY MART,976,CONKLIN RD,CONKLIN,NY,13748,3200,-75.828486,42.083645
Hamilton,200021,JABC,TS CONVENIENCE STORE LLC,T'S EZMART,256,RT 28,INLET,NY,13360,2000,,
Chautauqua,735711,JAC,ROBO IN FALCONER LLC,ROBO ON 430,3018,ROUTE 430,BEMUS POINT,NY,14712,3000,-79.307719,42.123328
Albany,10166,JAC,ALSEIDI DAHAN ALI&HASEN ALSHEGA M,MONTANA FOOD MARKET,17,WATERVLIET AVE,ALBANY,NY,12206,1500,-73.7831,42.675587
Suffolk,743273,JAC,BOLLA OPERATING LI CORP,BOLLA 3239 SUNRISE C-ST,3239,SUNRISE HWY,ISLIP TERRACE,NY,11752,1800,-73.175204,40.746753
Kings,719594,A,ST YASSINE CORP,ST YASSINE,941,ATLANTIC AVE,BROOKLYN,NY,11238,500,-73.961736,40.680622
Onondaga,732544,A,WALGREEN EASTERN CO INC,WALGREENS #19349,602,NOTTINGHAM ROAD,SYRACUSE,NY,13224,6767,-76.110006,43.022296
Queens,743815,JAC,WASIM DELI GROCERY CORP,WASIM DELI GROCERY,2122,36TH AVE,ASTORIA,NY,11106,0,-73.936128,40.759575
Kings,736985,A,705 BRIGHTON BEACH CORP,BRIGHTON BEST 99 CENTS,705,BRIGHTON BEACH AVE,BROOKLYN,NY,11235,1500,-73.960301,40.577852
Niagara,714516,A,IT'SUGAR LLC,IT'SUGAR #1069,1803,FASHION OUTLET BLVD SUITE 57,NIAGARA FALLS,NY,14304,2000,-78.983282,43.097242
New York,626894,A,TRADER JOES EAST INC,TRADER JOES #540,142,E 14TH ST,NEW YORK,NY,10003,10000,-73.988186,40.733716
Bronx,711355,A,TREMONT SUPERDISCOUNT INC,TREMONT SUPERDISCOUNT,2738,E TREMONT AVE,BRONX,NY,10461,5000,-73.844611,40.842167
Kings,613213,JAC,A SCICCHITANO ITAL PK ST AVEX INC,A&S PORK STORE,361,AVENUE X,BROOKLYN,NY,11223,2000,-73.969652,40.590606
Bronx,608814,JAC,152 VM GROCERY CORP,152 VM GROCERY,152,E 171ST ST,BRONX,NY,10452,1200,-73.914032,40.840159
Montgomery,275132,JAC,STEWARTS SHOPS CORP,STEWARTS SHOP 266,185,E MAIN ST,AMSTERDAM,NY,12010,2200,-74.186228,42.934258
Nassau,287538,A,CVS ALBANY LLC,CVS PHARMACY 02052,3491,MERRICK RD PARK PLAZA,WANTAGH,NY,11793,5000,,
Schoharie,430014,JABC,WAL-MART STORES EAST LP,WAL-MART 2135,139,MERCHANT PLACE,COBLESKILL,NY,12043,42000,,
Ontario,712543,JAC,BOSTROM FARMS LLC,BOSTROM FARMS LIVESTOCK,2200,ST RTE 5 & 20,STANLEY,NY,14561,0,,
Erie,738944,JAC,B&S SALES INC,SENECA DELI,1199,SENECA ST,BUFFALO,NY,14210,2000,-78.834165,42.870474
Onondaga,310627,A,REAL DEALS OF AUBURN INC,REAL DEALS,2265,DOWNER ST  RIVER MALL,BALDWINSVILLE,NY,13027,10000,,
Erie,714534,JAC,BAINS OF DEPEW INC,BAINS OF DEPEW,5761,TRANSIT RD,DEPEW,NY,14043,2000,-78.696893,42.912116
Orange,330706,JABHK,ROCKLAND BAKERY INC,ROCKLAND BAKERY,354,BROADWAY,NEWBURGH,NY,12550,12000,-74.024084,41.500896
Kings,614439,JACK,183 WYCKOFF MEAT CORP,CARNICERIA LA ESPANOLA,183,WYCKOFF AVE,BROOKLYN,NY,11237,2000,-73.916921,40.702865
Kings,730611,JAC,JRM DELI GROCERY CORP,JRM DELI GROCERY,98,MARCUS GARVEY BLVD,BROOKLYN,NY,11206,1500,-73.940548,40.695487
Saratoga,410255,A,DOLLAR TREE STORES INC,DOLLAR TREE 2505,110,MAIN ST,SOUTH GLENS FALLS,NY,12803,5000,-73.635621,43.299558
Kings,736141,JAC,GARCONNET PRIMATE,FLATBUSH CATON MARKET,2184,CLARENDON ROAD,BROOKLYN,NY,11226,20,-73.956713,40.642755
Westchester,737486,JAC,C&A FIVE WINGS INC,THE FOOD EMPORIUM,134,SOUTH LEXINGTON AVE,WHITE PLAINS,NY,10601,8500,-73.771526,41.027327
Sullivan,480247,JAC,HITESH CORP,SWAN LAKE COUNTRY STORE,1658,BRISCOE RD,SWAN LAKE,NY,12783,1500,-74.782535,41.753073
Kings,749598,JAC,DELI POINT CORP,DELI POINT,145,FRANKLIN STREET,BROOKLYN,NY,11222,0,-73.957856,40.731412
Kings,746361,JAC,15TH AVE FOOD CORP,15TH AVE FOOD,1245,61ST ST,BROOKLYN,NY,11219,400,-73.999418,40.628426
Bronx,740111,JAC,912 JAIRO DELI GROCERY CORP,912 JAIRO DELI GROCERY,912,SOUNDVIEW AVENUE,BRONX,NY,10473,0,-73.868131,40.823297
Dutchess,748973,A,ROSYS QUINCENERAS INC,ROSYS QUINCENERAS,759,MAIN ST,POUGHKEEPSIE,NY,12601,1500,-73.903632,41.696476
Kings,613539,JAC,GARCIA CELIA,RAFI DELI GROCERY,854,E NEW YORK AVE,BROOKLYN,NY,11203,1400,-73.934067,40.662603
